,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
3491,reliable user friendly application year,2.0,5.0,r,64,3,-1,0.0,0.0,0.0,0,0,1,0
3493,good appand accurate timing,2.0,5.0,r,48,4,-1,0.0,0.0,0.0,0,0,1,0
3495,area manager travel regularly prefer travel app help find train locationdelay arrival drawback observed train leaf respective station reflects started station min show exact lo,27.0,4.0,u,289,3,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,1
3497,please mention distance restriction train super fast train restriction minimum distance fare poorva express like train minimum distance km general ticket app show general express fare please add distance,24.0,3.0,f,287,3,-2,0.625,0.125,0.25,0,1,0,0
3499,good video photo email pro player required video playback unavailable video pro player required video playback unavailable video problem email pro player required fo,19.0,5.0,f,300,3,-2,0.2,0.8,0.0,0,1,0,0
3501,app showing current location train train started showing waiting location update correct updated passenger choose alternative transport urgency horrible train delay hr min,540.0,2.0,f,293,1,-4,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,1,0,0
3503,absolutely beautiful app complete schedule train app show real time location train structure train app let check speed train help gps speedometer,29.0,5.0,u,255,3,-1,1.0,0.0,0.0,0,0,0,1
3505,pnr status refreshed back check current status pnr lot like bot testing previously type thing refreshed instantly latest update pnr displayed please update app,773.0,3.0,f,291,3,-1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,1,0,0
3507,awesome app helpfulthe best part app show platform numbervery easy useui design beautifulevery feature like local train time table express train time table tracking feature like gps mode internet based tracking superbthank maki,305.0,5.0,u,286,4,-1,0.5,0.5,0.0,0,0,0,1
3509,porter app started accurate helpful pictorial view train moving reaching station list platform number coach alignment starting engine help lot hurry,22.0,5.0,u,268,2,-1,0.8181818181818182,0.18181818181818182,0.0,0,0,0,1
3511,good important app founder app sometimes process slow due low internet connection kindly request founder app make app faster slow connection better performance area network reach low,13.0,5.0,f,288,4,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,0,0
3513,application useful train traveler feature application real time tracking gpscell tower fantastic feature make difference traveling app provides real time train speed,66.0,5.0,u,241,4,-1,1.0,0.0,0.0,0,0,0,1
3515,amazing appu find easily faretimereserved seat,0.0,5.0,r,70,4,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
3517,fantastic app accurate useful created pocket friendly passenger easy operation loved nailed enquiry counter sooo complete effort made succes,24.0,5.0,u,287,4,-1,0.0,1.0,0.0,0,0,0,1
3519,good app option inside train work good sometimes cell tower option work properly updated fast train gola gokaran nath lucknow update running february,24.0,1.0,u,290,4,-2,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
3521,app helpful find train booking,0.0,5.0,r,68,3,-1,1.0,0.0,0.0,0,0,1,0
3523,useful app train timing information,0.0,5.0,r,60,2,-1,0.0,0.0,0.0,0,0,1,0
3525,good app schedule helped time track central railway unknown railway station herculean task helped regard task improve accuracy,596.0,5.0,u,222,4,-1,0.0,0.4,0.6,0,0,0,1
3527,best app train traveler show perfect time location train geolocation speed meter show train cancelled show google wifi station reserve book train ticket train app developer,10.0,5.0,u,278,3,-2,0.8571428571428571,0.14285714285714285,0.0,0,0,0,1
3529,easy find train start stop,0.0,3.0,r,56,1,-1,1.0,0.0,0.0,0,0,1,0
3531,add option showing train route intermediate station normal day train running stopped help finding route destination particular train cross desired root thnxx,84.0,1.0,f,262,1,-1,0.625,0.25,0.125,0,1,0,0
3533,response concern raised feature report issue removed app time table updated recently introduced train available gave ample time correcting issue response providing star,22.0,3.0,b,265,1,-2,0.25,0.625,0.125,1,0,0,0
3535,lot cheating played game good game cheating hate uninstall time frustrate playing recorded screen play evidence opponent open pas directly home pas,331.0,1.0,b,294,3,-5,0.75,0.25,0.0,1,0,0,0
3537,disappointed set pattern algorithm always make close finish scripted game add advantage virtue playing intelligently opponent token left pretty quickly move house,64.0,1.0,b,291,3,-3,0.6,0.2,0.2,1,0,0,0
3539,absolutely hate passion biased game random opponent always number frustrating im always losing mission pathetic dont care time youre goin,322.0,1.0,b,281,3,-5,0.5,0.16666666666666666,0.3333333333333333,1,0,0,0
3541,dont whats wrong game algorithm winner predecided stop decided win time roll captured sometimes frustrating read comment problem thousand,52.0,1.0,b,289,2,-3,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
3543,ludo originally game luck game fixed game make game interesting developer fixed set rule win easily lose easily easy required number opposition team piece definite,2.0,2.0,b,290,2,-2,0.6,0.4,0.0,1,0,0,0
3545,worst app freakin lost game continuously older version ludo king better literally dont understand hell wrong game choice star lost continuously,226.0,1.0,b,284,2,-3,0.25,0.75,0.0,1,0,0,0
3547,worst game game fixed developer time game piece home need number possibility win piece kicked player wait,285.0,1.0,b,287,1,-3,0.4,0.4,0.2,1,0,0,0
3549,thing wrong game need win game designed always show bigger number opponent el starting point game show numer make loose token like game,241.0,1.0,b,292,2,-2,0.5,0.16666666666666666,0.3333333333333333,1,0,0,0
3551,enjoying game couple day fantastic recent game dice game controlled app dont hacked problem game control control shocking exp,98.0,2.0,b,297,3,-3,0.42857142857142855,0.5714285714285714,0.0,1,0,0,0
3553,game based luck pulled number dont believe game play sometimes token always end neck neck ahead start smaller unplayable number dr,308.0,1.0,b,288,2,-1,0.5,0.25,0.25,1,0,0,0
3555,worst gameplay game designed time play dice fair work player winning automatically youll beated youll irritated fair game consumes battery power wish,3.0,1.0,b,292,2,-3,0.4444444444444444,0.3333333333333333,0.2222222222222222,1,0,0,0
3557,dice rigged frustrating work pattern make game close finish regular game dont complete mission unlock new theme popular mode scam end wasting time feeling frustrated played game tod,185.0,2.0,b,286,1,-4,0.6666666666666666,0.2222222222222222,0.1111111111111111,1,0,0,0
3559,game sooo rigged number dice random toddler could make difference people always perfect number desire thrice time always trust tooo good,138.0,2.0,b,288,3,-1,0.4,0.2,0.4,1,0,0,0
3561,dont understand opponent crown highest point game hand computer always put safe zone token continuously killed reached end game,9.0,1.0,b,295,2,-4,0.5,0.5,0.0,1,0,0,0
3563,game good win show internet connection working working give opponent exact number want giving hacking game game easily hacked played game,142.0,1.0,b,296,3,-2,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
3565,poor time show maintenance need search option faced problem today show maintenance game developer need work hard problem problem face everydaynow ser,187.0,1.0,b,293,1,-3,0.7142857142857143,0.2857142857142857,0.0,1,0,0,0
3567,fun competitive playing friend random dice generator programmed feel incredibly cheap bias favour opponent random doesnt feel like hard explain feel unfair lookin,30.0,2.0,b,288,2,-4,0.75,0.25,0.0,1,0,0,0
3569,love game dice number random give natural ludo playing experience doesnt untill opponent starting point time person perfect kill person left,6.0,1.0,b,282,3,-2,0.625,0.25,0.125,1,0,0,0
3571,worst dice algorithm machine set winner online version shower player like seriously playing computer happens roll number computer kill opponent convenient freaking nons,8.0,1.0,b,290,2,-3,0.75,0.0,0.25,1,0,0,0
3573,game better dice roll random mentioned set algorithm start game youre win ive noticed player somehow double roll rolling,38.0,2.0,b,295,2,-1,0.4444444444444444,0.3333333333333333,0.2222222222222222,1,0,0,0
3575,dice purely biased dont number want capture opponent token fact token captured time game continues dice randomised token house need wi,70.0,1.0,b,289,1,-2,0.5,0.5,0.0,1,0,0,0
3577,uninstalling game game broken always issue face glitch time fixed pattern dice token player token dice always number kill token game unpredictable,65.0,1.0,b,294,1,-3,0.4,0.2,0.4,1,0,0,0
3579,sometimes lost internet connection close restart game happen time star power empty play player player play normal playing lost power player roll,18.0,1.0,b,294,2,-1,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0
3581,dear developer question put random number algorithm game close opponent eat show close opponent eat interesting depresses core demo,49.0,1.0,b,289,2,-4,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
3583,fraud game player high number coin higher level always win loser always lower number dice throw winner time dice biased based algorithm strategy,49.0,2.0,b,289,2,-3,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
3585,played game time understood maker made algorithm attract player newer player dice favour player developer killed essence gamewhich lucky roll longer luck involved game,5.0,1.0,b,292,2,-4,0.5,0.5,0.0,1,0,0,0
3587,rigged algorithm favour make purchase game remove ad dont rig game win lose coin eventually buy coin game strategy gon na spend money buy,46.0,1.0,b,293,2,-2,0.3333333333333333,0.1111111111111111,0.5555555555555556,1,0,0,0
3589,wrost game player desired number time opponent desired number game bug game play multiplayer game suddenly connectivity interrupted play game end lost,26.0,1.0,b,296,1,-2,0.25,0.75,0.0,1,0,0,0
3591,ive review mentioning biased nature dice pre determined outcome game find true experience wud like point nonsense thing called diamond undo rolling dice suit long,19.0,1.0,b,291,2,-2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1,0,0,0
3593,beginning working fine day show internet slow internet case im play yalla ludo app internet speed lost game today surely app trouble,30.0,2.0,b,290,2,-1,0.8571428571428571,0.14285714285714285,0.0,1,0,0,0
3595,poor game poor algorithm six continuously chance goti place stopages time win game lose chance time pas game awa,2.0,1.0,b,288,1,-3,0.0,0.5,0.5,1,0,0,0
3597,loved game good work guy facing problem play game lot lose sometimes lose coin playing watch aads survey quiz completing survey dont receive money guy add reduce time,3.0,3.0,b,281,4,-2,0.6666666666666666,0.1111111111111111,0.2222222222222222,1,0,0,0
3599,problem token work directed command token forward back original place token moved command inshort computer move token wish bug need repai,15.0,1.0,b,298,1,-2,0.5,0.5,0.0,1,0,0,0
3601,game graphic goodbut totally scripted rolling disc random decides play online doesnt matter fast reach victory point game always end situation require win disappointment,13.0,1.0,b,290,1,-3,0.875,0.0,0.125,1,0,0,0
3603,game good interface good game suck predictive dice random occurs dice player match likewise opponent bound turn whe,1943.0,3.0,b,291,3,-2,1.0,0.0,0.0,1,0,0,0
3605,lucky option star started game didnt find opposition find coin game injustice serious drawback sometimes undue benefit sometimes opponent gettin,68.0,1.0,b,287,2,-2,0.5,0.5,0.0,1,0,0,0
3607,app good dice completely rigged need kill red home yellow consistently yellow high roll example people random ludo player,10.0,2.0,b,294,3,-2,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,0
